Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01000278,Barnet 020B,5,Household is deprived in four dimensions,0
E01000279,Barnet 007C,-8,Does not apply,0
E01000279,Barnet 007C,1,Household is not deprived in any dimension,339
E01000279,Barnet 007C,2,Household is deprived in one dimension,140
E01000279,Barnet 007C,3,Household is deprived in two dimensions,26
E01000279,Barnet 007C,4,Household is deprived in three dimensions,3
E01000279,Barnet 007C,5,Household is deprived in four dimensions,0
E01000280,Barnet 007D,-8,Does not apply,0
E01000280,Barnet 007D,1,Household is not deprived in any dimension,351
E01000280,Barnet 007D,2,Household is deprived in one dimension,126
E01000280,Barnet 007D,3,Household is deprived in two dimensions,29
E01000280,Barnet 007D,4,Household is deprived in three dimensions,3
E01000280,Barnet 007D,5,Household is deprived in four dimensions,0
E01000281,Barnet 008D,-8,Does not apply,0
E01000281,Barnet 008D,1,Household is not deprived in any dimension,492
E01000281,Barnet 008D,2,Household is deprived in one dimension,197
E01000281,Barnet 008D,3,Household is deprived in two dimensions,81
E01000281,Barnet 008D,4,Household is deprived in three dimensions,13
E01000281,Barnet 008D,5,Household is deprived in four dimensions,0
E01000282,Barnet 008E,-8,Does not apply,0
E01000282,Barnet 008E,1,Household is not deprived in any dimension,416
E01000282,Barnet 008E,2,Household is deprived in one dimension,206
E01000282,Barnet 008E,3,Household is deprived in two dimensions,58
E01000282,Barnet 008E,4,Household is deprived in three dimensions,12
E01000282,Barnet 008E,5,Household is deprived in four dimensions,0
E01000283,Barnet 012C,-8,Does not apply,0
E01000283,Barnet 012C,1,Household is not deprived in any dimension,316
E01000283,Barnet 012C,2,Household is deprived in one dimension,129
E01000283,Barnet 012C,3,Household is deprived in two dimensions,31
E01000283,Barnet 012C,4,Household is deprived in three dimensions,0
E01000283,Barnet 012C,5,Household is deprived in four dimensions,0
E01000284,Barnet 012D,-8,Does not apply,0
E01000284,Barnet 012D,1,Household is not deprived in any dimension,395
E01000284,Barnet 012D,2,Household is deprived in one dimension,263
E01000284,Barnet 012D,3,Household is deprived in two dimensions,104
E01000284,Barnet 012D,4,Household is deprived in three dimensions,45
E01000284,Barnet 012D,5,Household is deprived in four dimensions,6
E01000285,Barnet 004A,-8,Does not apply,0
E01000285,Barnet 004A,1,Household is not deprived in any dimension,305
E01000285,Barnet 004A,2,Household is deprived in one dimension,205
E01000285,Barnet 004A,3,Household is deprived in two dimensions,77
E01000285,Barnet 004A,4,Household is deprived in three dimensions,21
E01000285,Barnet 004A,5,Household is deprived in four dimensions,3
E01000286,Barnet 007E,-8,Does not apply,0
E01000286,Barnet 007E,1,Household is not deprived in any dimension,272
E01000286,Barnet 007E,2,Household is deprived in one dimension,235
E01000286,Barnet 007E,3,Household is deprived in two dimensions,118
E01000286,Barnet 007E,4,Household is deprived in three dimensions,37
E01000286,Barnet 007E,5,Household is deprived in four dimensions,3
E01000287,Barnet 004B,-8,Does not apply,0
E01000287,Barnet 004B,1,Household is not deprived in any dimension,245
E01000287,Barnet 004B,2,Household is deprived in one dimension,221
E01000287,Barnet 004B,3,Household is deprived in two dimensions,114
E01000287,Barnet 004B,4,Household is deprived in three dimensions,30
E01000287,Barnet 004B,5,Household is deprived in four dimensions,1
E01000288,Barnet 004C,-8,Does not apply,0
E01000288,Barnet 004C,1,Household is not deprived in any dimension,308
E01000288,Barnet 004C,2,Household is deprived in one dimension,175
E01000288,Barnet 004C,3,Household is deprived in two dimensions,72
E01000288,Barnet 004C,4,Household is deprived in three dimensions,10
E01000288,Barnet 004C,5,Household is deprived in four dimensions,1
E01000289,Barnet 004D,-8,Does not apply,0
E01000289,Barnet 004D,1,Household is not deprived in any dimension,189
E01000289,Barnet 004D,2,Household is deprived in one dimension,190
E01000289,Barnet 004D,3,Household is deprived in two dimensions,125
E01000289,Barnet 004D,4,Household is deprived in three dimensions,42
E01000289,Barnet 004D,5,Household is deprived in four dimensions,2
E01000290,Barnet 007F,-8,Does not apply,0
E01000290,Barnet 007F,1,Household is not deprived in any dimension,309
E01000290,Barnet 007F,2,Household is deprived in one dimension,219
E01000290,Barnet 007F,3,Household is deprived in two dimensions,109
E01000290,Barnet 007F,4,Household is deprived in three dimensions,30
E01000290,Barnet 007F,5,Household is deprived in four dimensions,2
E01000291,Barnet 004E,-8,Does not apply,0
E01000291,Barnet 004E,1,Household is not deprived in any dimension,261
E01000291,Barnet 004E,2,Household is deprived in one dimension,197
E01000291,Barnet 004E,3,Household is deprived in two dimensions,112
E01000291,Barnet 004E,4,Household is deprived in three dimensions,47
E01000291,Barnet 004E,5,Household is deprived in four dimensions,2
E01000292,Barnet 001E,-8,Does not apply,0
E01000292,Barnet 001E,1,Household is not deprived in any dimension,346
E01000292,Barnet 001E,2,Household is deprived in one dimension,222
E01000292,Barnet 001E,3,Household is deprived in two dimensions,74
E01000292,Barnet 001E,4,Household is deprived in three dimensions,12
E01000292,Barnet 001E,5,Household is deprived in four dimensions,2
E01000293,Barnet 001F,-8,Does not apply,0
E01000293,Barnet 001F,1,Household is not deprived in any dimension,412
E01000293,Barnet 001F,2,Household is deprived in one dimension,214
E01000293,Barnet 001F,3,Household is deprived in two dimensions,69
E01000293,Barnet 001F,4,Household is deprived in three dimensions,14
E01000293,Barnet 001F,5,Household is deprived in four dimensions,0
E01000294,Barnet 004F,-8,Does not apply,0
E01000294,Barnet 004F,1,Household is not deprived in any dimension,405
E01000294,Barnet 004F,2,Household is deprived in one dimension,189
E01000294,Barnet 004F,3,Household is deprived in two dimensions,101
E01000294,Barnet 004F,4,Household is deprived in three dimensions,32
E01000294,Barnet 004F,5,Household is deprived in four dimensions,4
E01000295,Barnet 023B,-8,Does not apply,0
E01000295,Barnet 023B,1,Household is not deprived in any dimension,382
E01000295,Barnet 023B,2,Household is deprived in one dimension,176
E01000295,Barnet 023B,3,Household is deprived in two dimensions,69
E01000295,Barnet 023B,4,Household is deprived in three dimensions,16
E01000295,Barnet 023B,5,Household is deprived in four dimensions,5
E01000296,Barnet 023C,-8,Does not apply,0
E01000296,Barnet 023C,1,Household is not deprived in any dimension,392
E01000296,Barnet 023C,2,Household is deprived in one dimension,266
E01000296,Barnet 023C,3,Household is deprived in two dimensions,81
E01000296,Barnet 023C,4,Household is deprived in three dimensions,22
E01000296,Barnet 023C,5,Household is deprived in four dimensions,5
E01000297,Barnet 027D,-8,Does not apply,0
E01000297,Barnet 027D,1,Household is not deprived in any dimension,293
E01000297,Barnet 027D,2,Household is deprived in one dimension,178
E01000297,Barnet 027D,3,Household is deprived in two dimensions,57
E01000297,Barnet 027D,4,Household is deprived in three dimensions,11
E01000297,Barnet 027D,5,Household is deprived in four dimensions,3
E01000298,Barnet 023D,-8,Does not apply,0
E01000298,Barnet 023D,1,Household is not deprived in any dimension,382
E01000298,Barnet 023D,2,Household is deprived in one dimension,253
E01000298,Barnet 023D,3,Household is deprived in two dimensions,79
E01000298,Barnet 023D,4,Household is deprived in three dimensions,18
E01000298,Barnet 023D,5,Household is deprived in four dimensions,0
E01000299,Barnet 019A,-8,Does not apply,0
E01000299,Barnet 019A,1,Household is not deprived in any dimension,339
E01000299,Barnet 019A,2,Household is deprived in one dimension,377
E01000299,Barnet 019A,3,Household is deprived in two dimensions,137
E01000299,Barnet 019A,4,Household is deprived in three dimensions,41
E01000299,Barnet 019A,5,Household is deprived in four dimensions,10
E01000300,Barnet 019B,-8,Does not apply,0
E01000300,Barnet 019B,1,Household is not deprived in any dimension,367
E01000300,Barnet 019B,2,Household is deprived in one dimension,223
E01000300,Barnet 019B,3,Household is deprived in two dimensions,69
E01000300,Barnet 019B,4,Household is deprived in three dimensions,15
E01000300,Barnet 019B,5,Household is deprived in four dimensions,4
E01000301,Barnet 020C,-8,Does not apply,0
E01000301,Barnet 020C,1,Household is not deprived in any dimension,330
E01000301,Barnet 020C,2,Household is deprived in one dimension,156
E01000301,Barnet 020C,3,Household is deprived in two dimensions,39
E01000301,Barnet 020C,4,Household is deprived in three dimensions,5
E01000301,Barnet 020C,5,Household is deprived in four dimensions,0
E01000302,Barnet 019C,-8,Does not apply,0
E01000302,Barnet 019C,1,Household is not deprived in any dimension,382
E01000302,Barnet 019C,2,Household is deprived in one dimension,268
E01000302,Barnet 019C,3,Household is deprived in two dimensions,107
E01000302,Barnet 019C,4,Household is deprived in three dimensions,61
E01000302,Barnet 019C,5,Household is deprived in four dimensions,20
E01000303,Barnet 020D,-8,Does not apply,0
E01000303,Barnet 020D,1,Household is not deprived in any dimension,322
E01000303,Barnet 020D,2,Household is deprived in one dimension,155
E01000303,Barnet 020D,3,Household is deprived in two dimensions,49
E01000303,Barnet 020D,4,Household is deprived in three dimensions,7
E01000303,Barnet 020D,5,Household is deprived in four dimensions,1
E01000304,Barnet 020E,-8,Does not apply,0
E01000304,Barnet 020E,1,Household is not deprived in any dimension,348
E01000304,Barnet 020E,2,Household is deprived in one dimension,177
E01000304,Barnet 020E,3,Household is deprived in two dimensions,60
E01000304,Barnet 020E,4,Household is deprived in three dimensions,14
E01000304,Barnet 020E,5,Household is deprived in four dimensions,2
E01000305,Barnet 036B,-8,Does not apply,0
E01000305,Barnet 036B,1,Household is not deprived in any dimension,276
E01000305,Barnet 036B,2,Household is deprived in one dimension,235
E01000305,Barnet 036B,3,Household is deprived in two dimensions,113
E01000305,Barnet 036B,4,Household is deprived in three dimensions,27
E01000305,Barnet 036B,5,Household is deprived in four dimensions,0
E01000306,Barnet 036C,-8,Does not apply,0
E01000306,Barnet 036C,1,Household is not deprived in any dimension,254
E01000306,Barnet 036C,2,Household is deprived in one dimension,251
E01000306,Barnet 036C,3,Household is deprived in two dimensions,97
E01000306,Barnet 036C,4,Household is deprived in three dimensions,17
E01000306,Barnet 036C,5,Household is deprived in four dimensions,1
E01000307,Barnet 039D,-8,Does not apply,0
E01000307,Barnet 039D,1,Household is not deprived in any dimension,222
E01000307,Barnet 039D,2,Household is deprived in one dimension,205
E01000307,Barnet 039D,3,Household is deprived in two dimensions,95
E01000307,Barnet 039D,4,Household is deprived in three dimensions,32
E01000307,Barnet 039D,5,Household is deprived in four dimensions,0
E01000308,Barnet 036D,-8,Does not apply,0
E01000308,Barnet 036D,1,Household is not deprived in any dimension,480
E01000308,Barnet 036D,2,Household is deprived in one dimension,296
E01000308,Barnet 036D,3,Household is deprived in two dimensions,136
E01000308,Barnet 036D,4,Household is deprived in three dimensions,46
E01000308,Barnet 036D,5,Household is deprived in four dimensions,1
E01000309,Barnet 031D,-8,Does not apply,0
E01000309,Barnet 031D,1,Household is not deprived in any dimension,334
E01000309,Barnet 031D,2,Household is deprived in one dimension,250
E01000309,Barnet 031D,3,Household is deprived in two dimensions,102
E01000309,Barnet 031D,4,Household is deprived in three dimensions,20
E01000309,Barnet 031D,5,Household is deprived in four dimensions,4
E01000310,Barnet 034C,-8,Does not apply,0
E01000310,Barnet 034C,1,Household is not deprived in any dimension,316
E01000310,Barnet 034C,2,Household is deprived in one dimension,298
E01000310,Barnet 034C,3,Household is deprived in two dimensions,154
E01000310,Barnet 034C,4,Household is deprived in three dimensions,62
E01000310,Barnet 034C,5,Household is deprived in four dimensions,15
E01000311,Barnet 034D,-8,Does not apply,0
E01000311,Barnet 034D,1,Household is not deprived in any dimension,301
E01000311,Barnet 034D,2,Household is deprived in one dimension,156
E01000311,Barnet 034D,3,Household is deprived in two dimensions,50
E01000311,Barnet 034D,4,Household is deprived in three dimensions,9
E01000311,Barnet 034D,5,Household is deprived in four dimensions,6
E01000312,Barnet 036E,-8,Does not apply,0
E01000312,Barnet 036E,1,Household is not deprived in any dimension,234
E01000312,Barnet 036E,2,Household is deprived in one dimension,262
E01000312,Barnet 036E,3,Household is deprived in two dimensions,170
E01000312,Barnet 036E,4,Household is deprived in three dimensions,47
E01000312,Barnet 036E,5,Household is deprived in four dimensions,8
E01000313,Barnet 036F,-8,Does not apply,0
E01000313,Barnet 036F,1,Household is not deprived in any dimension,265
E01000313,Barnet 036F,2,Household is deprived in one dimension,266
E01000313,Barnet 036F,3,Household is deprived in two dimensions,126
E01000313,Barnet 036F,4,Household is deprived in three dimensions,47
E01000313,Barnet 036F,5,Household is deprived in four dimensions,7
E01000314,Barnet 032F,-8,Does not apply,0
E01000314,Barnet 032F,1,Household is not deprived in any dimension,370
E01000314,Barnet 032F,2,Household is deprived in one dimension,287
E01000314,Barnet 032F,3,Household is deprived in two dimensions,89
E01000314,Barnet 032F,4,Household is deprived in three dimensions,32
E01000314,Barnet 032F,5,Household is deprived in four dimensions,2
E01000315,Barnet 022F,-8,Does not apply,0
E01000315,Barnet 022F,1,Household is not deprived in any dimension,244
E01000315,Barnet 022F,2,Household is deprived in one dimension,212
E01000315,Barnet 022F,3,Household is deprived in two dimensions,132
E01000315,Barnet 022F,4,Household is deprived in three dimensions,42
E01000315,Barnet 022F,5,Household is deprived in four dimensions,4
E01000316,Barnet 027E,-8,Does not apply,0
E01000316,Barnet 027E,1,Household is not deprived in any dimension,415
E01000316,Barnet 027E,2,Household is deprived in one dimension,297
E01000316,Barnet 027E,3,Household is deprived in two dimensions,141
E01000316,Barnet 027E,4,Household is deprived in three dimensions,35
E01000316,Barnet 027E,5,Household is deprived in four dimensions,1
E01000317,Barnet 019D,-8,Does not apply,0
E01000317,Barnet 019D,1,Household is not deprived in any dimension,359
E01000317,Barnet 019D,2,Household is deprived in one dimension,171
E01000317,Barnet 019D,3,Household is deprived in two dimensions,82
E01000317,Barnet 019D,4,Household is deprived in three dimensions,25
E01000317,Barnet 019D,5,Household is deprived in four dimensions,2
E01000318,Barnet 019E,-8,Does not apply,0
E01000318,Barnet 019E,1,Household is not deprived in any dimension,320
E01000318,Barnet 019E,2,Household is deprived in one dimension,203
E01000318,Barnet 019E,3,Household is deprived in two dimensions,97
E01000318,Barnet 019E,4,Household is deprived in three dimensions,13
E01000318,Barnet 019E,5,Household is deprived in four dimensions,0
E01000319,Barnet 027F,-8,Does not apply,0
E01000319,Barnet 027F,1,Household is not deprived in any dimension,289
E01000319,Barnet 027F,2,Household is deprived in one dimension,155
E01000319,Barnet 027F,3,Household is deprived in two dimensions,46
E01000319,Barnet 027F,4,Household is deprived in three dimensions,8
E01000319,Barnet 027F,5,Household is deprived in four dimensions,0
E01000320,Barnet 011D,-8,Does not apply,0
E01000320,Barnet 011D,1,Household is not deprived in any dimension,430
E01000320,Barnet 011D,2,Household is deprived in one dimension,273
E01000320,Barnet 011D,3,Household is deprived in two dimensions,86
E01000320,Barnet 011D,4,Household is deprived in three dimensions,19
E01000320,Barnet 011D,5,Household is deprived in four dimensions,1
E01000321,Barnet 012E,-8,Does not apply,0
E01000321,Barnet 012E,1,Household is not deprived in any dimension,410
E01000321,Barnet 012E,2,Household is deprived in one dimension,264
E01000321,Barnet 012E,3,Household is deprived in two dimensions,126
E01000321,Barnet 012E,4,Household is deprived in three dimensions,26
E01000321,Barnet 012E,5,Household is deprived in four dimensions,3
E01000322,Barnet 011E,-8,Does not apply,0
E01000322,Barnet 011E,1,Household is not deprived in any dimension,428
E01000322,Barnet 011E,2,Household is deprived in one dimension,253
E01000322,Barnet 011E,3,Household is deprived in two dimensions,94
E01000322,Barnet 011E,4,Household is deprived in three dimensions,26
E01000322,Barnet 011E,5,Household is deprived in four dimensions,2
E01000323,Barnet 019F,-8,Does not apply,0
E01000323,Barnet 019F,1,Household is not deprived in any dimension,379
E01000323,Barnet 019F,2,Household is deprived in one dimension,377
E01000323,Barnet 019F,3,Household is deprived in two dimensions,202
E01000323,Barnet 019F,4,Household is deprived in three dimensions,52
E01000323,Barnet 019F,5,Household is deprived in four dimensions,9
E01000324,Barnet 015F,-8,Does not apply,0
E01000324,Barnet 015F,1,Household is not deprived in any dimension,339
E01000324,Barnet 015F,2,Household is deprived in one dimension,215
E01000324,Barnet 015F,3,Household is deprived in two dimensions,79
E01000324,Barnet 015F,4,Household is deprived in three dimensions,18
E01000324,Barnet 015F,5,Household is deprived in four dimensions,0
E01033911,Barnet 017E,-8,Does not apply,0
E01033911,Barnet 017E,1,Household is not deprived in any dimension,390
E01033911,Barnet 017E,2,Household is deprived in one dimension,189
E01033911,Barnet 017E,3,Household is deprived in two dimensions,61
E01033911,Barnet 017E,4,Household is deprived in three dimensions,8
E01033911,Barnet 017E,5,Household is deprived in four dimensions,1
E01033912,Barnet 017F,-8,Does not apply,0
E01033912,Barnet 017F,1,Household is not deprived in any dimension,439
E01033912,Barnet 017F,2,Household is deprived in one dimension,135
E01033912,Barnet 017F,3,Household is deprived in two dimensions,48
E01033912,Barnet 017F,4,Household is deprived in three dimensions,16
E01033912,Barnet 017F,5,Household is deprived in four dimensions,2
E01033913,Barnet 024G,-8,Does not apply,0
E01033913,Barnet 024G,1,Household is not deprived in any dimension,161
E01033913,Barnet 024G,2,Household is deprived in one dimension,201
E01033913,Barnet 024G,3,Household is deprived in two dimensions,125
E01033913,Barnet 024G,4,Household is deprived in three dimensions,47
E01033913,Barnet 024G,5,Household is deprived in four dimensions,5
E01033914,Barnet 024H,-8,Does not apply,0
E01033914,Barnet 024H,1,Household is not deprived in any dimension,203
E01033914,Barnet 024H,2,Household is deprived in one dimension,229
E01033914,Barnet 024H,3,Household is deprived in two dimensions,119
E01033914,Barnet 024H,4,Household is deprived in three dimensions,45
E01033914,Barnet 024H,5,Household is deprived in four dimensions,1
E01033915,Barnet 042A,-8,Does not apply,0
E01033915,Barnet 042A,1,Household is not deprived in any dimension,235
E01033915,Barnet 042A,2,Household is deprived in one dimension,192
E01033915,Barnet 042A,3,Household is deprived in two dimensions,108
E01033915,Barnet 042A,4,Household is deprived in three dimensions,46
E01033915,Barnet 042A,5,Household is deprived in four dimensions,1
E01033916,Barnet 042B,-8,Does not apply,0
E01033916,Barnet 042B,1,Household is not deprived in any dimension,240
E01033916,Barnet 042B,2,Household is deprived in one dimension,281
E01033916,Barnet 042B,3,Household is deprived in two dimensions,103
E01033916,Barnet 042B,4,Household is deprived in three dimensions,23
E01033916,Barnet 042B,5,Household is deprived in four dimensions,4
E01033917,Barnet 042C,-8,Does not apply,0
E01033917,Barnet 042C,1,Household is not deprived in any dimension,342
E01033917,Barnet 042C,2,Household is deprived in one dimension,247
E01033917,Barnet 042C,3,Household is deprived in two dimensions,92
E01033917,Barnet 042C,4,Household is deprived in three dimensions,21
E01033917,Barnet 042C,5,Household is deprived in four dimensions,0
E01033918,Barnet 042D,-8,Does not apply,0
E01033918,Barnet 042D,1,Household is not deprived in any dimension,360
E01033918,Barnet 042D,2,Household is deprived in one dimension,173
E01033918,Barnet 042D,3,Household is deprived in two dimensions,66
E01033918,Barnet 042D,4,Household is deprived in three dimensions,29
E01033918,Barnet 042D,5,Household is deprived in four dimensions,3
E01033919,Barnet 042E,-8,Does not apply,0
E01033919,Barnet 042E,1,Household is not deprived in any dimension,392
E01033919,Barnet 042E,2,Household is deprived in one dimension,178
E01033919,Barnet 042E,3,Household is deprived in two dimensions,59
E01033919,Barnet 042E,4,Household is deprived in three dimensions,16
E01033919,Barnet 042E,5,Household is deprived in four dimensions,3
E01033920,Barnet 042F,-8,Does not apply,0
E01033920,Barnet 042F,1,Household is not deprived in any dimension,381
E01033920,Barnet 042F,2,Household is deprived in one dimension,168
E01033920,Barnet 042F,3,Household is deprived in two dimensions,66
E01033920,Barnet 042F,4,Household is deprived in three dimensions,22
E01033920,Barnet 042F,5,Household is deprived in four dimensions,3
E01033921,Barnet 043A,-8,Does not apply,0
E01033921,Barnet 043A,1,Household is not deprived in any dimension,406
E01033921,Barnet 043A,2,Household is deprived in one dimension,201
E01033921,Barnet 043A,3,Household is deprived in two dimensions,68
E01033921,Barnet 043A,4,Household is deprived in three dimensions,17
E01033921,Barnet 043A,5,Household is deprived in four dimensions,1
E01033922,Barnet 043B,-8,Does not apply,0
E01033922,Barnet 043B,1,Household is not deprived in any dimension,384
E01033922,Barnet 043B,2,Household is deprived in one dimension,212
E01033922,Barnet 043B,3,Household is deprived in two dimensions,67
E01033922,Barnet 043B,4,Household is deprived in three dimensions,18
E01033922,Barnet 043B,5,Household is deprived in four dimensions,3
E01033923,Barnet 043C,-8,Does not apply,0
E01033923,Barnet 043C,1,Household is not deprived in any dimension,261
E01033923,Barnet 043C,2,Household is deprived in one dimension,222
E01033923,Barnet 043C,3,Household is deprived in two dimensions,83
E01033923,Barnet 043C,4,Household is deprived in three dimensions,20
E01033923,Barnet 043C,5,Household is deprived in four dimensions,3
E01033924,Barnet 043D,-8,Does not apply,0
E01033924,Barnet 043D,1,Household is not deprived in any dimension,180
E01033924,Barnet 043D,2,Household is deprived in one dimension,202
E01033924,Barnet 043D,3,Household is deprived in two dimensions,129
E01033924,Barnet 043D,4,Household is deprived in three dimensions,54
E01033924,Barnet 043D,5,Household is deprived in four dimensions,16
E01033925,Barnet 043E,-8,Does not apply,0
E01033925,Barnet 043E,1,Household is not deprived in any dimension,310
E01033925,Barnet 043E,2,Household is deprived in one dimension,195
E01033925,Barnet 043E,3,Household is deprived in two dimensions,79
E01033925,Barnet 043E,4,Household is deprived in three dimensions,29
E01033925,Barnet 043E,5,Household is deprived in four dimensions,4
