Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000232,Barnet 013E,19,Other ethnic group: Any other ethnic group,141
E01000233,Barnet 013F,-8,Does not apply,0
E01000233,Barnet 013F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01000233,Barnet 013F,2,"Asian, Asian British or Asian Welsh: Chinese",74
E01000233,Barnet 013F,3,"Asian, Asian British or Asian Welsh: Indian",202
E01000233,Barnet 013F,4,"Asian, Asian British or Asian Welsh: Pakistani",86
E01000233,Barnet 013F,5,"Asian, Asian British or Asian Welsh: Other Asian",105
E01000233,Barnet 013F,6,"Black, Black British, Black Welsh, Caribbean or African: African",97
E01000233,Barnet 013F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",27
E01000233,Barnet 013F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01000233,Barnet 013F,9,Mixed or Multiple ethnic groups: White and Asian,24
E01000233,Barnet 013F,10,Mixed or Multiple ethnic groups: White and Black African,20
E01000233,Barnet 013F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,15
E01000233,Barnet 013F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,23
E01000233,Barnet 013F,13,"White: English, Welsh, Scottish, Northern Irish or British",704
E01000233,Barnet 013F,14,White: Irish,26
E01000233,Barnet 013F,15,White: Gypsy or Irish Traveller,0
E01000233,Barnet 013F,16,White: Roma,9
E01000233,Barnet 013F,17,White: Other White,364
E01000233,Barnet 013F,18,Other ethnic group: Arab,20
E01000233,Barnet 013F,19,Other ethnic group: Any other ethnic group,120
E01000234,Barnet 021D,-8,Does not apply,0
E01000234,Barnet 021D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01000234,Barnet 021D,2,"Asian, Asian British or Asian Welsh: Chinese",5
E01000234,Barnet 021D,3,"Asian, Asian British or Asian Welsh: Indian",128
E01000234,Barnet 021D,4,"Asian, Asian British or Asian Welsh: Pakistani",28
E01000234,Barnet 021D,5,"Asian, Asian British or Asian Welsh: Other Asian",79
E01000234,Barnet 021D,6,"Black, Black British, Black Welsh, Caribbean or African: African",82
E01000234,Barnet 021D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",18
E01000234,Barnet 021D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000234,Barnet 021D,9,Mixed or Multiple ethnic groups: White and Asian,19
E01000234,Barnet 021D,10,Mixed or Multiple ethnic groups: White and Black African,24
E01000234,Barnet 021D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E01000234,Barnet 021D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,36
E01000234,Barnet 021D,13,"White: English, Welsh, Scottish, Northern Irish or British",782
E01000234,Barnet 021D,14,White: Irish,43
E01000234,Barnet 021D,15,White: Gypsy or Irish Traveller,1
E01000234,Barnet 021D,16,White: Roma,6
E01000234,Barnet 021D,17,White: Other White,330
E01000234,Barnet 021D,18,Other ethnic group: Arab,20
E01000234,Barnet 021D,19,Other ethnic group: Any other ethnic group,150
E01000235,Barnet 021E,-8,Does not apply,0
E01000235,Barnet 021E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01000235,Barnet 021E,2,"Asian, Asian British or Asian Welsh: Chinese",106
E01000235,Barnet 021E,3,"Asian, Asian British or Asian Welsh: Indian",74
E01000235,Barnet 021E,4,"Asian, Asian British or Asian Welsh: Pakistani",33
E01000235,Barnet 021E,5,"Asian, Asian British or Asian Welsh: Other Asian",143
E01000235,Barnet 021E,6,"Black, Black British, Black Welsh, Caribbean or African: African",220
E01000235,Barnet 021E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",34
E01000235,Barnet 021E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",35
E01000235,Barnet 021E,9,Mixed or Multiple ethnic groups: White and Asian,30
E01000235,Barnet 021E,10,Mixed or Multiple ethnic groups: White and Black African,44
E01000235,Barnet 021E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,19
E01000235,Barnet 021E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,38
E01000235,Barnet 021E,13,"White: English, Welsh, Scottish, Northern Irish or British",548
E01000235,Barnet 021E,14,White: Irish,33
E01000235,Barnet 021E,15,White: Gypsy or Irish Traveller,4
E01000235,Barnet 021E,16,White: Roma,4
E01000235,Barnet 021E,17,White: Other White,338
E01000235,Barnet 021E,18,Other ethnic group: Arab,27
E01000235,Barnet 021E,19,Other ethnic group: Any other ethnic group,121
E01000236,Barnet 034A,-8,Does not apply,0
E01000236,Barnet 034A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000236,Barnet 034A,2,"Asian, Asian British or Asian Welsh: Chinese",11
E01000236,Barnet 034A,3,"Asian, Asian British or Asian Welsh: Indian",38
E01000236,Barnet 034A,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01000236,Barnet 034A,5,"Asian, Asian British or Asian Welsh: Other Asian",61
E01000236,Barnet 034A,6,"Black, Black British, Black Welsh, Caribbean or African: African",54
E01000236,Barnet 034A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01000236,Barnet 034A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01000236,Barnet 034A,9,Mixed or Multiple ethnic groups: White and Asian,5
E01000236,Barnet 034A,10,Mixed or Multiple ethnic groups: White and Black African,10
E01000236,Barnet 034A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01000236,Barnet 034A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,17
E01000236,Barnet 034A,13,"White: English, Welsh, Scottish, Northern Irish or British",991
E01000236,Barnet 034A,14,White: Irish,40
E01000236,Barnet 034A,15,White: Gypsy or Irish Traveller,0
E01000236,Barnet 034A,16,White: Roma,6
E01000236,Barnet 034A,17,White: Other White,463
E01000236,Barnet 034A,18,Other ethnic group: Arab,11
E01000236,Barnet 034A,19,Other ethnic group: Any other ethnic group,224
E01000237,Barnet 032A,-8,Does not apply,0
E01000237,Barnet 032A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01000237,Barnet 032A,2,"Asian, Asian British or Asian Welsh: Chinese",27
E01000237,Barnet 032A,3,"Asian, Asian British or Asian Welsh: Indian",67
E01000237,Barnet 032A,4,"Asian, Asian British or Asian Welsh: Pakistani",15
E01000237,Barnet 032A,5,"Asian, Asian British or Asian Welsh: Other Asian",110
E01000237,Barnet 032A,6,"Black, Black British, Black Welsh, Caribbean or African: African",65
E01000237,Barnet 032A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",12
E01000237,Barnet 032A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000237,Barnet 032A,9,Mixed or Multiple ethnic groups: White and Asian,17
E01000237,Barnet 032A,10,Mixed or Multiple ethnic groups: White and Black African,3
E01000237,Barnet 032A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01000237,Barnet 032A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,21
E01000237,Barnet 032A,13,"White: English, Welsh, Scottish, Northern Irish or British",675
E01000237,Barnet 032A,14,White: Irish,21
E01000237,Barnet 032A,15,White: Gypsy or Irish Traveller,0
E01000237,Barnet 032A,16,White: Roma,14
E01000237,Barnet 032A,17,White: Other White,732
E01000237,Barnet 032A,18,Other ethnic group: Arab,47
E01000237,Barnet 032A,19,Other ethnic group: Any other ethnic group,259
E01000238,Barnet 034B,-8,Does not apply,0
E01000238,Barnet 034B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01000238,Barnet 034B,2,"Asian, Asian British or Asian Welsh: Chinese",22
E01000238,Barnet 034B,3,"Asian, Asian British or Asian Welsh: Indian",84
E01000238,Barnet 034B,4,"Asian, Asian British or Asian Welsh: Pakistani",6
E01000238,Barnet 034B,5,"Asian, Asian British or Asian Welsh: Other Asian",56
E01000238,Barnet 034B,6,"Black, Black British, Black Welsh, Caribbean or African: African",72
E01000238,Barnet 034B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01000238,Barnet 034B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01000238,Barnet 034B,9,Mixed or Multiple ethnic groups: White and Asian,15
E01000238,Barnet 034B,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000238,Barnet 034B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E01000238,Barnet 034B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,28
E01000238,Barnet 034B,13,"White: English, Welsh, Scottish, Northern Irish or British",956
E01000238,Barnet 034B,14,White: Irish,8
E01000238,Barnet 034B,15,White: Gypsy or Irish Traveller,0
E01000238,Barnet 034B,16,White: Roma,10
E01000238,Barnet 034B,17,White: Other White,479
E01000238,Barnet 034B,18,Other ethnic group: Arab,33
E01000238,Barnet 034B,19,Other ethnic group: Any other ethnic group,284
E01000239,Barnet 031A,-8,Does not apply,0
E01000239,Barnet 031A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",23
E01000239,Barnet 031A,2,"Asian, Asian British or Asian Welsh: Chinese",63
E01000239,Barnet 031A,3,"Asian, Asian British or Asian Welsh: Indian",99
E01000239,Barnet 031A,4,"Asian, Asian British or Asian Welsh: Pakistani",44
E01000239,Barnet 031A,5,"Asian, Asian British or Asian Welsh: Other Asian",181
E01000239,Barnet 031A,6,"Black, Black British, Black Welsh, Caribbean or African: African",186
E01000239,Barnet 031A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",18
E01000239,Barnet 031A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",26
E01000239,Barnet 031A,9,Mixed or Multiple ethnic groups: White and Asian,28
E01000239,Barnet 031A,10,Mixed or Multiple ethnic groups: White and Black African,40
E01000239,Barnet 031A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01000239,Barnet 031A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,32
E01000239,Barnet 031A,13,"White: English, Welsh, Scottish, Northern Irish or British",470
E01000239,Barnet 031A,14,White: Irish,34
E01000239,Barnet 031A,15,White: Gypsy or Irish Traveller,0
E01000239,Barnet 031A,16,White: Roma,7
E01000239,Barnet 031A,17,White: Other White,529
E01000239,Barnet 031A,18,Other ethnic group: Arab,67
E01000239,Barnet 031A,19,Other ethnic group: Any other ethnic group,203
E01000240,Barnet 031B,-8,Does not apply,0
E01000240,Barnet 031B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",15
E01000240,Barnet 031B,2,"Asian, Asian British or Asian Welsh: Chinese",36
E01000240,Barnet 031B,3,"Asian, Asian British or Asian Welsh: Indian",196
E01000240,Barnet 031B,4,"Asian, Asian British or Asian Welsh: Pakistani",74
E01000240,Barnet 031B,5,"Asian, Asian British or Asian Welsh: Other Asian",93
E01000240,Barnet 031B,6,"Black, Black British, Black Welsh, Caribbean or African: African",101
E01000240,Barnet 031B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",24
E01000240,Barnet 031B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",16
E01000240,Barnet 031B,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000240,Barnet 031B,10,Mixed or Multiple ethnic groups: White and Black African,16
E01000240,Barnet 031B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,26
E01000240,Barnet 031B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000240,Barnet 031B,13,"White: English, Welsh, Scottish, Northern Irish or British",458
E01000240,Barnet 031B,14,White: Irish,17
E01000240,Barnet 031B,15,White: Gypsy or Irish Traveller,0
E01000240,Barnet 031B,16,White: Roma,11
E01000240,Barnet 031B,17,White: Other White,439
E01000240,Barnet 031B,18,Other ethnic group: Arab,33
E01000240,Barnet 031B,19,Other ethnic group: Any other ethnic group,123
E01000241,Barnet 031C,-8,Does not apply,0
E01000241,Barnet 031C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000241,Barnet 031C,2,"Asian, Asian British or Asian Welsh: Chinese",33
E01000241,Barnet 031C,3,"Asian, Asian British or Asian Welsh: Indian",140
E01000241,Barnet 031C,4,"Asian, Asian British or Asian Welsh: Pakistani",31
E01000241,Barnet 031C,5,"Asian, Asian British or Asian Welsh: Other Asian",72
E01000241,Barnet 031C,6,"Black, Black British, Black Welsh, Caribbean or African: African",58
E01000241,Barnet 031C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",18
E01000241,Barnet 031C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000241,Barnet 031C,9,Mixed or Multiple ethnic groups: White and Asian,13
E01000241,Barnet 031C,10,Mixed or Multiple ethnic groups: White and Black African,5
E01000241,Barnet 031C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000241,Barnet 031C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,20
E01000241,Barnet 031C,13,"White: English, Welsh, Scottish, Northern Irish or British",647
E01000241,Barnet 031C,14,White: Irish,14
E01000241,Barnet 031C,15,White: Gypsy or Irish Traveller,0
E01000241,Barnet 031C,16,White: Roma,19
E01000241,Barnet 031C,17,White: Other White,431
E01000241,Barnet 031C,18,Other ethnic group: Arab,4
E01000241,Barnet 031C,19,Other ethnic group: Any other ethnic group,263
E01000242,Barnet 032B,-8,Does not apply,0
E01000242,Barnet 032B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01000242,Barnet 032B,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01000242,Barnet 032B,3,"Asian, Asian British or Asian Welsh: Indian",86
E01000242,Barnet 032B,4,"Asian, Asian British or Asian Welsh: Pakistani",29
E01000242,Barnet 032B,5,"Asian, Asian British or Asian Welsh: Other Asian",33
E01000242,Barnet 032B,6,"Black, Black British, Black Welsh, Caribbean or African: African",93
E01000242,Barnet 032B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",16
E01000242,Barnet 032B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",12
E01000242,Barnet 032B,9,Mixed or Multiple ethnic groups: White and Asian,6
E01000242,Barnet 032B,10,Mixed or Multiple ethnic groups: White and Black African,7
E01000242,Barnet 032B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01000242,Barnet 032B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01000242,Barnet 032B,13,"White: English, Welsh, Scottish, Northern Irish or British",762
E01000242,Barnet 032B,14,White: Irish,14
E01000242,Barnet 032B,15,White: Gypsy or Irish Traveller,0
E01000242,Barnet 032B,16,White: Roma,2
E01000242,Barnet 032B,17,White: Other White,282
E01000242,Barnet 032B,18,Other ethnic group: Arab,23
E01000242,Barnet 032B,19,Other ethnic group: Any other ethnic group,189
E01000243,Barnet 032C,-8,Does not apply,0
E01000243,Barnet 032C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01000243,Barnet 032C,2,"Asian, Asian British or Asian Welsh: Chinese",30
E01000243,Barnet 032C,3,"Asian, Asian British or Asian Welsh: Indian",79
E01000243,Barnet 032C,4,"Asian, Asian British or Asian Welsh: Pakistani",9
E01000243,Barnet 032C,5,"Asian, Asian British or Asian Welsh: Other Asian",109
E01000243,Barnet 032C,6,"Black, Black British, Black Welsh, Caribbean or African: African",107
E01000243,Barnet 032C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",15
E01000243,Barnet 032C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10
E01000243,Barnet 032C,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000243,Barnet 032C,10,Mixed or Multiple ethnic groups: White and Black African,16
E01000243,Barnet 032C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01000243,Barnet 032C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,45
E01000243,Barnet 032C,13,"White: English, Welsh, Scottish, Northern Irish or British",668
E01000243,Barnet 032C,14,White: Irish,27
E01000243,Barnet 032C,15,White: Gypsy or Irish Traveller,0
E01000243,Barnet 032C,16,White: Roma,25
E01000243,Barnet 032C,17,White: Other White,734
E01000243,Barnet 032C,18,Other ethnic group: Arab,32
E01000243,Barnet 032C,19,Other ethnic group: Any other ethnic group,218
E01000244,Barnet 032D,-8,Does not apply,0
E01000244,Barnet 032D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10
E01000244,Barnet 032D,2,"Asian, Asian British or Asian Welsh: Chinese",51
E01000244,Barnet 032D,3,"Asian, Asian British or Asian Welsh: Indian",154
E01000244,Barnet 032D,4,"Asian, Asian British or Asian Welsh: Pakistani",26
E01000244,Barnet 032D,5,"Asian, Asian British or Asian Welsh: Other Asian",122
E01000244,Barnet 032D,6,"Black, Black British, Black Welsh, Caribbean or African: African",98
E01000244,Barnet 032D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",31
E01000244,Barnet 032D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",17
E01000244,Barnet 032D,9,Mixed or Multiple ethnic groups: White and Asian,18
E01000244,Barnet 032D,10,Mixed or Multiple ethnic groups: White and Black African,26
E01000244,Barnet 032D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01000244,Barnet 032D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,28
E01000244,Barnet 032D,13,"White: English, Welsh, Scottish, Northern Irish or British",408
E01000244,Barnet 032D,14,White: Irish,39
E01000244,Barnet 032D,15,White: Gypsy or Irish Traveller,0
E01000244,Barnet 032D,16,White: Roma,14
E01000244,Barnet 032D,17,White: Other White,450
E01000244,Barnet 032D,18,Other ethnic group: Arab,40
E01000244,Barnet 032D,19,Other ethnic group: Any other ethnic group,94
E01000245,Barnet 032E,-8,Does not apply,0
E01000245,Barnet 032E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01000245,Barnet 032E,2,"Asian, Asian British or Asian Welsh: Chinese",34
E01000245,Barnet 032E,3,"Asian, Asian British or Asian Welsh: Indian",105
E01000245,Barnet 032E,4,"Asian, Asian British or Asian Welsh: Pakistani",10
E01000245,Barnet 032E,5,"Asian, Asian British or Asian Welsh: Other Asian",145
E01000245,Barnet 032E,6,"Black, Black British, Black Welsh, Caribbean or African: African",179
E01000245,Barnet 032E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",54
E01000245,Barnet 032E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",30
E01000245,Barnet 032E,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000245,Barnet 032E,10,Mixed or Multiple ethnic groups: White and Black African,17
E01000245,Barnet 032E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,22
E01000245,Barnet 032E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,36
E01000245,Barnet 032E,13,"White: English, Welsh, Scottish, Northern Irish or British",516
E01000245,Barnet 032E,14,White: Irish,26
E01000245,Barnet 032E,15,White: Gypsy or Irish Traveller,0
E01000245,Barnet 032E,16,White: Roma,21
E01000245,Barnet 032E,17,White: Other White,526
E01000245,Barnet 032E,18,Other ethnic group: Arab,39
E01000245,Barnet 032E,19,Other ethnic group: Any other ethnic group,257
E01000246,Barnet 002B,-8,Does not apply,0
E01000246,Barnet 002B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01000246,Barnet 002B,2,"Asian, Asian British or Asian Welsh: Chinese",22
E01000246,Barnet 002B,3,"Asian, Asian British or Asian Welsh: Indian",79
E01000246,Barnet 002B,4,"Asian, Asian British or Asian Welsh: Pakistani",8
E01000246,Barnet 002B,5,"Asian, Asian British or Asian Welsh: Other Asian",51
E01000246,Barnet 002B,6,"Black, Black British, Black Welsh, Caribbean or African: African",23
E01000246,Barnet 002B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01000246,Barnet 002B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01000246,Barnet 002B,9,Mixed or Multiple ethnic groups: White and Asian,39
E01000246,Barnet 002B,10,Mixed or Multiple ethnic groups: White and Black African,11
E01000246,Barnet 002B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,15
E01000246,Barnet 002B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,32
E01000246,Barnet 002B,13,"White: English, Welsh, Scottish, Northern Irish or British",915
E01000246,Barnet 002B,14,White: Irish,42
E01000246,Barnet 002B,15,White: Gypsy or Irish Traveller,0
E01000246,Barnet 002B,16,White: Roma,0
E01000246,Barnet 002B,17,White: Other White,193
E01000246,Barnet 002B,18,Other ethnic group: Arab,21
E01000246,Barnet 002B,19,Other ethnic group: Any other ethnic group,54
E01000247,Barnet 002C,-8,Does not apply,0
E01000247,Barnet 002C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000247,Barnet 002C,2,"Asian, Asian British or Asian Welsh: Chinese",19
E01000247,Barnet 002C,3,"Asian, Asian British or Asian Welsh: Indian",85
E01000247,Barnet 002C,4,"Asian, Asian British or Asian Welsh: Pakistani",11
E01000247,Barnet 002C,5,"Asian, Asian British or Asian Welsh: Other Asian",56
E01000247,Barnet 002C,6,"Black, Black British, Black Welsh, Caribbean or African: African",42
E01000247,Barnet 002C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",21
E01000247,Barnet 002C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01000247,Barnet 002C,9,Mixed or Multiple ethnic groups: White and Asian,38
E01000247,Barnet 002C,10,Mixed or Multiple ethnic groups: White and Black African,11
E01000247,Barnet 002C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,20
E01000247,Barnet 002C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000247,Barnet 002C,13,"White: English, Welsh, Scottish, Northern Irish or British",989
E01000247,Barnet 002C,14,White: Irish,71
E01000247,Barnet 002C,15,White: Gypsy or Irish Traveller,0
E01000247,Barnet 002C,16,White: Roma,0
E01000247,Barnet 002C,17,White: Other White,214
E01000247,Barnet 002C,18,Other ethnic group: Arab,5
E01000247,Barnet 002C,19,Other ethnic group: Any other ethnic group,78
E01000248,Barnet 001A,-8,Does not apply,0
E01000248,Barnet 001A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01000248,Barnet 001A,2,"Asian, Asian British or Asian Welsh: Chinese",23
E01000248,Barnet 001A,3,"Asian, Asian British or Asian Welsh: Indian",40
E01000248,Barnet 001A,4,"Asian, Asian British or Asian Welsh: Pakistani",5
E01000248,Barnet 001A,5,"Asian, Asian British or Asian Welsh: Other Asian",59
E01000248,Barnet 001A,6,"Black, Black British, Black Welsh, Caribbean or African: African",36
E01000248,Barnet 001A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01000248,Barnet 001A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000248,Barnet 001A,9,Mixed or Multiple ethnic groups: White and Asian,39
E01000248,Barnet 001A,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000248,Barnet 001A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000248,Barnet 001A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,17
E01000248,Barnet 001A,13,"White: English, Welsh, Scottish, Northern Irish or British",1122
E01000248,Barnet 001A,14,White: Irish,71
E01000248,Barnet 001A,15,White: Gypsy or Irish Traveller,0
E01000248,Barnet 001A,16,White: Roma,1
E01000248,Barnet 001A,17,White: Other White,202
E01000248,Barnet 001A,18,Other ethnic group: Arab,2
E01000248,Barnet 001A,19,Other ethnic group: Any other ethnic group,38
E01000249,Barnet 001B,-8,Does not apply,0
E01000249,Barnet 001B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000249,Barnet 001B,2,"Asian, Asian British or Asian Welsh: Chinese",50
E01000249,Barnet 001B,3,"Asian, Asian British or Asian Welsh: Indian",103
E01000249,Barnet 001B,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01000249,Barnet 001B,5,"Asian, Asian British or Asian Welsh: Other Asian",48
E01000249,Barnet 001B,6,"Black, Black British, Black Welsh, Caribbean or African: African",37
E01000249,Barnet 001B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5
E01000249,Barnet 001B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000249,Barnet 001B,9,Mixed or Multiple ethnic groups: White and Asian,34
E01000249,Barnet 001B,10,Mixed or Multiple ethnic groups: White and Black African,4
E01000249,Barnet 001B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01000249,Barnet 001B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,20
E01000249,Barnet 001B,13,"White: English, Welsh, Scottish, Northern Irish or British",1050
E01000249,Barnet 001B,14,White: Irish,52
E01000249,Barnet 001B,15,White: Gypsy or Irish Traveller,0
E01000249,Barnet 001B,16,White: Roma,0
E01000249,Barnet 001B,17,White: Other White,147
E01000249,Barnet 001B,18,Other ethnic group: Arab,5
E01000249,Barnet 001B,19,Other ethnic group: Any other ethnic group,43
E01000250,Barnet 001C,-8,Does not apply,0
E01000250,Barnet 001C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01000250,Barnet 001C,2,"Asian, Asian British or Asian Welsh: Chinese",42
E01000250,Barnet 001C,3,"Asian, Asian British or Asian Welsh: Indian",105
E01000250,Barnet 001C,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01000250,Barnet 001C,5,"Asian, Asian British or Asian Welsh: Other Asian",118
E01000250,Barnet 001C,6,"Black, Black British, Black Welsh, Caribbean or African: African",211
E01000250,Barnet 001C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",19
E01000250,Barnet 001C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",20
E01000250,Barnet 001C,9,Mixed or Multiple ethnic groups: White and Asian,46
E01000250,Barnet 001C,10,Mixed or Multiple ethnic groups: White and Black African,28
E01000250,Barnet 001C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,19
E01000250,Barnet 001C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,50
E01000250,Barnet 001C,13,"White: English, Welsh, Scottish, Northern Irish or British",1262
E01000250,Barnet 001C,14,White: Irish,69
E01000250,Barnet 001C,15,White: Gypsy or Irish Traveller,0
E01000250,Barnet 001C,16,White: Roma,8
E01000250,Barnet 001C,17,White: Other White,393
E01000250,Barnet 001C,18,Other ethnic group: Arab,11
E01000250,Barnet 001C,19,Other ethnic group: Any other ethnic group,184
E01000251,Barnet 002D,-8,Does not apply,0
E01000251,Barnet 002D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000251,Barnet 002D,2,"Asian, Asian British or Asian Welsh: Chinese",35
E01000251,Barnet 002D,3,"Asian, Asian British or Asian Welsh: Indian",117
E01000251,Barnet 002D,4,"Asian, Asian British or Asian Welsh: Pakistani",14
E01000251,Barnet 002D,5,"Asian, Asian British or Asian Welsh: Other Asian",121
E01000251,Barnet 002D,6,"Black, Black British, Black Welsh, Caribbean or African: African",323
E01000251,Barnet 002D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",26
E01000251,Barnet 002D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10
E01000251,Barnet 002D,9,Mixed or Multiple ethnic groups: White and Asian,31
E01000251,Barnet 002D,10,Mixed or Multiple ethnic groups: White and Black African,23
E01000251,Barnet 002D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,63
E01000251,Barnet 002D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,54
E01000251,Barnet 002D,13,"White: English, Welsh, Scottish, Northern Irish or British",958
E01000251,Barnet 002D,14,White: Irish,65
