Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000134,Barnet 024F,10,Mixed or Multiple ethnic groups: White and Black African,51
E01000134,Barnet 024F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,30
E01000134,Barnet 024F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,42
E01000134,Barnet 024F,13,"White: English, Welsh, Scottish, Northern Irish or British",395
E01000134,Barnet 024F,14,White: Irish,30
E01000134,Barnet 024F,15,White: Gypsy or Irish Traveller,3
E01000134,Barnet 024F,16,White: Roma,12
E01000134,Barnet 024F,17,White: Other White,349
E01000134,Barnet 024F,18,Other ethnic group: Arab,48
E01000134,Barnet 024F,19,Other ethnic group: Any other ethnic group,85
E01000135,Barnet 038A,-8,Does not apply,0
E01000135,Barnet 038A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01000135,Barnet 038A,2,"Asian, Asian British or Asian Welsh: Chinese",57
E01000135,Barnet 038A,3,"Asian, Asian British or Asian Welsh: Indian",139
E01000135,Barnet 038A,4,"Asian, Asian British or Asian Welsh: Pakistani",48
E01000135,Barnet 038A,5,"Asian, Asian British or Asian Welsh: Other Asian",104
E01000135,Barnet 038A,6,"Black, Black British, Black Welsh, Caribbean or African: African",34
E01000135,Barnet 038A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01000135,Barnet 038A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000135,Barnet 038A,9,Mixed or Multiple ethnic groups: White and Asian,31
E01000135,Barnet 038A,10,Mixed or Multiple ethnic groups: White and Black African,6
E01000135,Barnet 038A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01000135,Barnet 038A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000135,Barnet 038A,13,"White: English, Welsh, Scottish, Northern Irish or British",589
E01000135,Barnet 038A,14,White: Irish,14
E01000135,Barnet 038A,15,White: Gypsy or Irish Traveller,0
E01000135,Barnet 038A,16,White: Roma,4
E01000135,Barnet 038A,17,White: Other White,423
E01000135,Barnet 038A,18,Other ethnic group: Arab,43
E01000135,Barnet 038A,19,Other ethnic group: Any other ethnic group,154
E01000136,Barnet 038B,-8,Does not apply,0
E01000136,Barnet 038B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000136,Barnet 038B,2,"Asian, Asian British or Asian Welsh: Chinese",21
E01000136,Barnet 038B,3,"Asian, Asian British or Asian Welsh: Indian",110
E01000136,Barnet 038B,4,"Asian, Asian British or Asian Welsh: Pakistani",19
E01000136,Barnet 038B,5,"Asian, Asian British or Asian Welsh: Other Asian",88
E01000136,Barnet 038B,6,"Black, Black British, Black Welsh, Caribbean or African: African",53
E01000136,Barnet 038B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01000136,Barnet 038B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01000136,Barnet 038B,9,Mixed or Multiple ethnic groups: White and Asian,36
E01000136,Barnet 038B,10,Mixed or Multiple ethnic groups: White and Black African,7
E01000136,Barnet 038B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01000136,Barnet 038B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,26
E01000136,Barnet 038B,13,"White: English, Welsh, Scottish, Northern Irish or British",625
E01000136,Barnet 038B,14,White: Irish,4
E01000136,Barnet 038B,15,White: Gypsy or Irish Traveller,0
E01000136,Barnet 038B,16,White: Roma,5
E01000136,Barnet 038B,17,White: Other White,319
E01000136,Barnet 038B,18,Other ethnic group: Arab,18
E01000136,Barnet 038B,19,Other ethnic group: Any other ethnic group,139
E01000137,Barnet 041A,-8,Does not apply,0
E01000137,Barnet 041A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01000137,Barnet 041A,2,"Asian, Asian British or Asian Welsh: Chinese",18
E01000137,Barnet 041A,3,"Asian, Asian British or Asian Welsh: Indian",57
E01000137,Barnet 041A,4,"Asian, Asian British or Asian Welsh: Pakistani",18
E01000137,Barnet 041A,5,"Asian, Asian British or Asian Welsh: Other Asian",169
E01000137,Barnet 041A,6,"Black, Black British, Black Welsh, Caribbean or African: African",247
E01000137,Barnet 041A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",41
E01000137,Barnet 041A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",23
E01000137,Barnet 041A,9,Mixed or Multiple ethnic groups: White and Asian,19
E01000137,Barnet 041A,10,Mixed or Multiple ethnic groups: White and Black African,25
E01000137,Barnet 041A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,25
E01000137,Barnet 041A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,63
E01000137,Barnet 041A,13,"White: English, Welsh, Scottish, Northern Irish or British",380
E01000137,Barnet 041A,14,White: Irish,20
E01000137,Barnet 041A,15,White: Gypsy or Irish Traveller,0
E01000137,Barnet 041A,16,White: Roma,8
E01000137,Barnet 041A,17,White: Other White,313
E01000137,Barnet 041A,18,Other ethnic group: Arab,61
E01000137,Barnet 041A,19,Other ethnic group: Any other ethnic group,152
E01000138,Barnet 040A,-8,Does not apply,0
E01000138,Barnet 040A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",24
E01000138,Barnet 040A,2,"Asian, Asian British or Asian Welsh: Chinese",22
E01000138,Barnet 040A,3,"Asian, Asian British or Asian Welsh: Indian",116
E01000138,Barnet 040A,4,"Asian, Asian British or Asian Welsh: Pakistani",43
E01000138,Barnet 040A,5,"Asian, Asian British or Asian Welsh: Other Asian",177
E01000138,Barnet 040A,6,"Black, Black British, Black Welsh, Caribbean or African: African",58
E01000138,Barnet 040A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",15
E01000138,Barnet 040A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000138,Barnet 040A,9,Mixed or Multiple ethnic groups: White and Asian,29
E01000138,Barnet 040A,10,Mixed or Multiple ethnic groups: White and Black African,33
E01000138,Barnet 040A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,15
E01000138,Barnet 040A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01000138,Barnet 040A,13,"White: English, Welsh, Scottish, Northern Irish or British",407
E01000138,Barnet 040A,14,White: Irish,32
E01000138,Barnet 040A,15,White: Gypsy or Irish Traveller,0
E01000138,Barnet 040A,16,White: Roma,10
E01000138,Barnet 040A,17,White: Other White,350
E01000138,Barnet 040A,18,Other ethnic group: Arab,100
E01000138,Barnet 040A,19,Other ethnic group: Any other ethnic group,147
E01000139,Barnet 041B,-8,Does not apply,0
E01000139,Barnet 041B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01000139,Barnet 041B,2,"Asian, Asian British or Asian Welsh: Chinese",13
E01000139,Barnet 041B,3,"Asian, Asian British or Asian Welsh: Indian",97
E01000139,Barnet 041B,4,"Asian, Asian British or Asian Welsh: Pakistani",33
E01000139,Barnet 041B,5,"Asian, Asian British or Asian Welsh: Other Asian",66
E01000139,Barnet 041B,6,"Black, Black British, Black Welsh, Caribbean or African: African",58
E01000139,Barnet 041B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01000139,Barnet 041B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01000139,Barnet 041B,9,Mixed or Multiple ethnic groups: White and Asian,20
E01000139,Barnet 041B,10,Mixed or Multiple ethnic groups: White and Black African,10
E01000139,Barnet 041B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01000139,Barnet 041B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10
E01000139,Barnet 041B,13,"White: English, Welsh, Scottish, Northern Irish or British",515
E01000139,Barnet 041B,14,White: Irish,34
E01000139,Barnet 041B,15,White: Gypsy or Irish Traveller,0
E01000139,Barnet 041B,16,White: Roma,4
E01000139,Barnet 041B,17,White: Other White,343
E01000139,Barnet 041B,18,Other ethnic group: Arab,44
E01000139,Barnet 041B,19,Other ethnic group: Any other ethnic group,124
E01000140,Barnet 041C,-8,Does not apply,0
E01000140,Barnet 041C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01000140,Barnet 041C,2,"Asian, Asian British or Asian Welsh: Chinese",38
E01000140,Barnet 041C,3,"Asian, Asian British or Asian Welsh: Indian",174
E01000140,Barnet 041C,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01000140,Barnet 041C,5,"Asian, Asian British or Asian Welsh: Other Asian",89
E01000140,Barnet 041C,6,"Black, Black British, Black Welsh, Caribbean or African: African",118
E01000140,Barnet 041C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",25
E01000140,Barnet 041C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000140,Barnet 041C,9,Mixed or Multiple ethnic groups: White and Asian,39
E01000140,Barnet 041C,10,Mixed or Multiple ethnic groups: White and Black African,12
E01000140,Barnet 041C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,21
E01000140,Barnet 041C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,39
E01000140,Barnet 041C,13,"White: English, Welsh, Scottish, Northern Irish or British",658
E01000140,Barnet 041C,14,White: Irish,31
E01000140,Barnet 041C,15,White: Gypsy or Irish Traveller,0
E01000140,Barnet 041C,16,White: Roma,9
E01000140,Barnet 041C,17,White: Other White,485
E01000140,Barnet 041C,18,Other ethnic group: Arab,39
E01000140,Barnet 041C,19,Other ethnic group: Any other ethnic group,139
E01000141,Barnet 039A,-8,Does not apply,0
E01000141,Barnet 039A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000141,Barnet 039A,2,"Asian, Asian British or Asian Welsh: Chinese",54
E01000141,Barnet 039A,3,"Asian, Asian British or Asian Welsh: Indian",61
E01000141,Barnet 039A,4,"Asian, Asian British or Asian Welsh: Pakistani",37
E01000141,Barnet 039A,5,"Asian, Asian British or Asian Welsh: Other Asian",225
E01000141,Barnet 039A,6,"Black, Black British, Black Welsh, Caribbean or African: African",122
E01000141,Barnet 039A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",42
E01000141,Barnet 039A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",41
E01000141,Barnet 039A,9,Mixed or Multiple ethnic groups: White and Asian,32
E01000141,Barnet 039A,10,Mixed or Multiple ethnic groups: White and Black African,25
E01000141,Barnet 039A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,31
E01000141,Barnet 039A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,50
E01000141,Barnet 039A,13,"White: English, Welsh, Scottish, Northern Irish or British",389
E01000141,Barnet 039A,14,White: Irish,77
E01000141,Barnet 039A,15,White: Gypsy or Irish Traveller,1
E01000141,Barnet 039A,16,White: Roma,42
E01000141,Barnet 039A,17,White: Other White,394
E01000141,Barnet 039A,18,Other ethnic group: Arab,80
E01000141,Barnet 039A,19,Other ethnic group: Any other ethnic group,141
E01000142,Barnet 040B,-8,Does not apply,0
E01000142,Barnet 040B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000142,Barnet 040B,2,"Asian, Asian British or Asian Welsh: Chinese",37
E01000142,Barnet 040B,3,"Asian, Asian British or Asian Welsh: Indian",104
E01000142,Barnet 040B,4,"Asian, Asian British or Asian Welsh: Pakistani",53
E01000142,Barnet 040B,5,"Asian, Asian British or Asian Welsh: Other Asian",204
E01000142,Barnet 040B,6,"Black, Black British, Black Welsh, Caribbean or African: African",151
E01000142,Barnet 040B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",51
E01000142,Barnet 040B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",12
E01000142,Barnet 040B,9,Mixed or Multiple ethnic groups: White and Asian,29
E01000142,Barnet 040B,10,Mixed or Multiple ethnic groups: White and Black African,33
E01000142,Barnet 040B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01000142,Barnet 040B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,68
E01000142,Barnet 040B,13,"White: English, Welsh, Scottish, Northern Irish or British",549
E01000142,Barnet 040B,14,White: Irish,85
E01000142,Barnet 040B,15,White: Gypsy or Irish Traveller,0
E01000142,Barnet 040B,16,White: Roma,18
E01000142,Barnet 040B,17,White: Other White,490
E01000142,Barnet 040B,18,Other ethnic group: Arab,156
E01000142,Barnet 040B,19,Other ethnic group: Any other ethnic group,167
E01000143,Barnet 041D,-8,Does not apply,0
E01000143,Barnet 041D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",48
E01000143,Barnet 041D,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01000143,Barnet 041D,3,"Asian, Asian British or Asian Welsh: Indian",58
E01000143,Barnet 041D,4,"Asian, Asian British or Asian Welsh: Pakistani",26
E01000143,Barnet 041D,5,"Asian, Asian British or Asian Welsh: Other Asian",103
E01000143,Barnet 041D,6,"Black, Black British, Black Welsh, Caribbean or African: African",253
E01000143,Barnet 041D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",54
E01000143,Barnet 041D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",19
E01000143,Barnet 041D,9,Mixed or Multiple ethnic groups: White and Asian,20
E01000143,Barnet 041D,10,Mixed or Multiple ethnic groups: White and Black African,31
E01000143,Barnet 041D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,23
E01000143,Barnet 041D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,50
E01000143,Barnet 041D,13,"White: English, Welsh, Scottish, Northern Irish or British",476
E01000143,Barnet 041D,14,White: Irish,63
E01000143,Barnet 041D,15,White: Gypsy or Irish Traveller,1
E01000143,Barnet 041D,16,White: Roma,2
E01000143,Barnet 041D,17,White: Other White,262
E01000143,Barnet 041D,18,Other ethnic group: Arab,96
E01000143,Barnet 041D,19,Other ethnic group: Any other ethnic group,65
E01000144,Barnet 038C,-8,Does not apply,0
E01000144,Barnet 038C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01000144,Barnet 038C,2,"Asian, Asian British or Asian Welsh: Chinese",27
E01000144,Barnet 038C,3,"Asian, Asian British or Asian Welsh: Indian",91
E01000144,Barnet 038C,4,"Asian, Asian British or Asian Welsh: Pakistani",24
E01000144,Barnet 038C,5,"Asian, Asian British or Asian Welsh: Other Asian",237
E01000144,Barnet 038C,6,"Black, Black British, Black Welsh, Caribbean or African: African",76
E01000144,Barnet 038C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
E01000144,Barnet 038C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000144,Barnet 038C,9,Mixed or Multiple ethnic groups: White and Asian,24
E01000144,Barnet 038C,10,Mixed or Multiple ethnic groups: White and Black African,7
E01000144,Barnet 038C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01000144,Barnet 038C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,27
E01000144,Barnet 038C,13,"White: English, Welsh, Scottish, Northern Irish or British",413
E01000144,Barnet 038C,14,White: Irish,4
E01000144,Barnet 038C,15,White: Gypsy or Irish Traveller,1
E01000144,Barnet 038C,16,White: Roma,16
E01000144,Barnet 038C,17,White: Other White,479
E01000144,Barnet 038C,18,Other ethnic group: Arab,28
E01000144,Barnet 038C,19,Other ethnic group: Any other ethnic group,187
E01000145,Barnet 037A,-8,Does not apply,0
E01000145,Barnet 037A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01000145,Barnet 037A,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01000145,Barnet 037A,3,"Asian, Asian British or Asian Welsh: Indian",97
E01000145,Barnet 037A,4,"Asian, Asian British or Asian Welsh: Pakistani",23
E01000145,Barnet 037A,5,"Asian, Asian British or Asian Welsh: Other Asian",64
E01000145,Barnet 037A,6,"Black, Black British, Black Welsh, Caribbean or African: African",55
E01000145,Barnet 037A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01000145,Barnet 037A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01000145,Barnet 037A,9,Mixed or Multiple ethnic groups: White and Asian,21
E01000145,Barnet 037A,10,Mixed or Multiple ethnic groups: White and Black African,4
E01000145,Barnet 037A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01000145,Barnet 037A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,31
E01000145,Barnet 037A,13,"White: English, Welsh, Scottish, Northern Irish or British",663
E01000145,Barnet 037A,14,White: Irish,12
E01000145,Barnet 037A,15,White: Gypsy or Irish Traveller,0
E01000145,Barnet 037A,16,White: Roma,4
E01000145,Barnet 037A,17,White: Other White,379
E01000145,Barnet 037A,18,Other ethnic group: Arab,27
E01000145,Barnet 037A,19,Other ethnic group: Any other ethnic group,197
E01000146,Barnet 038D,-8,Does not apply,0
E01000146,Barnet 038D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E01000146,Barnet 038D,2,"Asian, Asian British or Asian Welsh: Chinese",63
E01000146,Barnet 038D,3,"Asian, Asian British or Asian Welsh: Indian",81
E01000146,Barnet 038D,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01000146,Barnet 038D,5,"Asian, Asian British or Asian Welsh: Other Asian",164
E01000146,Barnet 038D,6,"Black, Black British, Black Welsh, Caribbean or African: African",51
E01000146,Barnet 038D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01000146,Barnet 038D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000146,Barnet 038D,9,Mixed or Multiple ethnic groups: White and Asian,31
E01000146,Barnet 038D,10,Mixed or Multiple ethnic groups: White and Black African,20
E01000146,Barnet 038D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01000146,Barnet 038D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01000146,Barnet 038D,13,"White: English, Welsh, Scottish, Northern Irish or British",567
